iter	RMSE
162	0.09188019844
163	0.09160470668
164	0.09155090749
165	0.09122145192
166	0.09093994234
167	0.09069125106
168	0.09035405659
169	0.09003425818
170	0.08969916366
171	0.08953531457
172	0.08937981204
173	0.08918442097
174	0.08888711491
175	0.08879171134
176	0.08848366357
177	0.08841340455
178	0.08816130605
179	0.08811021372
180	0.08797722279
181	0.08775022951
182	0.0875472425
183	0.08747705262
184	0.08741669353
185	0.08718945349
186	0.08712358949
187	0.08686328421
188	0.08660316688
189	0.08631825387
190	0.08599871267
191	0.08591764325
192	0.08585426712
193	0.08558954963
194	0.08553680345
195	0.08526581716
196	0.08520425902
197	0.08515275765
198	0.08505761937
199	0.08475921716
200	0.08450364677
201	0.08421922418
202	0.08411548822
203	0.08386656344
204	0.08380935293
205	0.08354064601
206	0.08333291499
207	0.08314341136
208	0.08294905119
209	0.08268980734
210	0.08239797643
211	0.08209813205
212	0.08186007622
213	0.08156965005
214	0.08127878771
215	0.08108685905
216	0.08088240202
217	0.08067385083
218	0.0804429021
219	0.08021812587
220	0.07999679404
221	0.07977378396
222	0.07947851767
223	0.07919719154
224	0.07913599376
225	0.07893656691
226	0.07876519065
227	0.07855539782
228	0.07833236341
229	0.07828238228
230	0.07812302861
231	0.07793951444
232	0.07767310618
233	0.07745561353
234	0.07733876061
235	0.07714028552
236	0.07693939957
237	0.07675378668
238	0.07657631641
239	0.07637745142
240	0.07634647849
241	0.07627532205
242	0.07621171244
243	0.07598520405
244	0.07577501831
245	0.07561836146
246	0.07548355819
247	0.07545715799
248	0.07532771089
249	0.075283285
250	0.07511772054
251	0.07484638763
252	0.07475628853
253	0.07471820514
254	0.0745001659
255	0.07432208418
256	0.07409026481
257	0.0740537443
258	0.07383019047
259	0.07358850441
260	0.07342003216
261	0.07323228212
262	0.07310233498
263	0.07300661172
264	0.0728071185
265	0.0726876766
266	0.07261711122
267	0.07235899955
268	0.07213053434
269	0.07202450646
270	0.07182615752
271	0.07164541417
272	0.07143257998
273	0.07124238537
274	0.07121189775
275	0.07099142687
276	0.07096997774
277	0.0708124184
278	0.07066689021
279	0.07040072416
280	0.07023450998
281	0.07010143533
282	0.06992883377
283	0.06978617652
284	0.06962001206
285	0.06937814481
286	0.06912982445
287	0.06898991876
288	0.06875605117
289	0.06854833834
290	0.0683596358
291	0.06822036096
292	0.06810390043
293	0.0680735936
294	0.06790601421
295	0.06770088128
296	0.06767123764
297	0.06764273221
298	0.06744552776
299	0.06742147402
300	0.0672848276
301	0.06712633417
302	0.06691628779
303	0.06675247391
304	0.06671333011
305	0.06656810901
306	0.06641970657
307	0.06629440503
308	0.06614504867
309	0.06600551763
310	0.06583428246
311	0.06580541552
312	0.06560756499
313	0.06558581084
314	0.0654372025
315	0.06537386774
316	0.06520942284
317	0.06507510491
318	0.06495677994
319	0.06478538566
320	0.06467430286
321	0.06444345956
322	0.06428893203
323	0.06421184333
324	0.06406536857
325	0.0639131576
326	0.06374768269
327	0.06358505765
328	0.06342988944
329	0.06331665544
330	0.06316987633
331	0.06300106934
332	0.06287386455
333	0.06275542652
334	0.06265461128
335	0.06252795101
336	0.06229970051
337	0.06219985609
338	0.06204227707
339	0.06201528546
340	0.06183129565
341	0.06169554422
342	0.06155730779
343	0.06142541416
344	0.06126513517
345	0.06110803915
346	0.06097718519
347	0.06081036084
348	0.06072169856
349	0.0605745574
350	0.06047170503
351	0.06024532771
352	0.06022760373
353	0.06005607019
354	0.05987213382
355	0.05984912389
356	0.05968182994
357	0.05957513149
358	0.05938817698
359	0.05936431145
360	0.05922957448
361	0.05908098653
362	0.05905632624
363	0.0589460901
364	0.0587860244
365	0.05876790103
366	0.05875058414
367	0.05865296348
368	0.05851479608
369	0.05849434687
370	0.05842160584
371	0.05832233191
372	0.05817863513
373	0.05816007131
374	0.05803529532
375	0.05801625395
376	0.05792021503
377	0.0577625472
378	0.0576592247
379	0.0575069462
380	0.05740785224
381	0.05726342079
382	0.05716730242
383	0.05705650267
384	0.05696857431
385	0.05682599986
386	0.05667960542
387	0.05655123117
388	0.05651063908
389	0.05640343809
390	0.0562738954
391	0.05616950286
392	0.05607010965
393	0.05596941637
394	0.05588068702
395	0.05575915511
396	0.05566051055
397	0.05548855902
398	0.0553651704
399	0.0552223526
400	0.05512316022
401	0.05495607125
402	0.05484370816
403	0.05473665946
404	0.05471897808
405	0.05460063926
406	0.05454212128
407	0.05443840667
408	0.05436587771
409	0.05425421607
410	0.0541166731
411	0.05407480812
412	0.05394192702
413	0.05384852923
414	0.05378046825
415	0.05368332816
416	0.05356287547
417	0.05335532932
418	0.05320098363
419	0.05312275257
420	0.05303562467
421	0.05292412616
422	0.05278620064
423	0.05267386479
424	0.05257645762
425	0.05247502082
426	0.05240733086
427	0.05229374162
428	0.0521768474
429	0.05209868154
430	0.0519861981
431	0.0518634711
432	0.05181991318
433	0.0517282365
434	0.05159706734
435	0.05150722233
436	0.05140353439
437	0.05129885976
438	0.05122444133
439	0.05115917594
440	0.05106606669
441	0.05101119697
442	0.05088211592
443	0.0507573245
444	0.05070061067
445	0.05061549138
446	0.05051047457
447	0.05042853644
448	0.05029312501
449	0.05017757519
450	0.05006833635
451	0.05000471913
452	0.04991961166
453	0.04981918514
454	0.04974172632
455	0.04963827106
456	0.0494971888
457	0.04940510229
458	0.04936019267
459	0.04934760174
460	0.04923750646
461	0.04913209854
462	0.04902986876
463	0.04897351194
464	0.04883498911
465	0.04872265186
466	0.04861561162
467	0.04853276
468	0.04851925232
469	0.0483401975
470	0.0482827118
471	0.04818226826
472	0.04804476331
473	0.047964534
474	0.04785414593
475	0.04776600756
476	0.04764099382
477	0.04752181633
478	0.04746920526
479	0.04735520087
480	0.04726611787
481	0.04719098708
482	0.04711725619
483	0.04701949005
484	0.04688618771
485	0.04687421572
486	0.04679068558
487	0.04667326193
488	0.04654589076
489	0.04646205235
490	0.04634589218
491	0.04626151745
492	0.04615948781
493	0.04608708419
494	0.04601613413
495	0.04598445232
496	0.04593560069
497	0.04584074569
498	0.04579753042
499	0.04572032032
500	0.04567063537
501	0.04560120482
502	0.0455890922
503	0.04548439414
504	0.04540568084
505	0.04535749692
506	0.04528088518
507	0.04519342679
508	0.04511331882
509	0.04510513658
510	0.04505995341
511	0.04493379986
512	0.04486047229
513	0.04480746624
514	0.04476550562
515	0.04473375049
516	0.0447244333
517	0.04460503309
518	0.04453466473
519	0.04452706934
520	0.04442180859
521	0.04438074526
522	0.04430694905
523	0.04422733849
524	0.04411237864
525	0.04402584879
526	0.04392838004
527	0.04381923594
528	0.04375121284
529	0.04369732544
530	0.0436523244
531	0.0435632777
532	0.0435072274
533	0.0434537349
534	0.04337049241
535	0.04329001119
536	0.04319536767
537	0.04312743591
538	0.04307053303
539	0.04299145516
540	0.04289577787
541	0.04283687559
542	0.04274660495
543	0.04265338359
544	0.04257376812
545	0.04252094046
546	0.04242136718
547	0.04235840231
548	0.04222068241
549	0.04211820157
550	0.04203496236
551	0.0420261523
552	0.04188702547
553	0.04180235465
554	0.04168540931
555	0.04159291452
556	0.04153543075
557	0.0415284923
558	0.04152099277
559	0.04147839882
560	0.04142339577
561	0.04136185586
562	0.04129417397
563	0.04118502935
564	0.04111488193
565	0.04103253184
566	0.04102593422
567	0.0409746039
568	0.04089371478
569	0.04088654756
570	0.04083476301
571	0.04080627941
572	0.040726144
573	0.04064380846
574	0.04063706604
575	0.04057957701
576	0.04048576829
577	0.0404131286
578	0.0403788189
579	0.04027716189
580	0.04018747431
581	0.0401811258
582	0.0401748394
583	0.04016912201
584	0.0401628233
585	0.04012667933
586	0.04006002332
587	0.03999145791
588	0.03990563311
589	0.03989964943
590	0.03982856678
591	0.03971924556
592	0.03964722412
593	0.03964141254
594	0.0395494237
595	0.03948785528
596	0.03936354027
597	0.03927059883
598	0.03923700133
599	0.03913172429
600	0.03902896999
601	0.03895833728
602	0.03889161042
603	0.03884696074
604	0.03877266369
605	0.03872343411
606	0.0386312529
607	0.03853394303
608	0.03849534682
609	0.0383712898
610	0.03836513752
611	0.03830259567
612	0.03824912208
613	0.03820743776
614	0.03820259641
615	0.03819761534
616	0.03810436542
617	0.03809950674
618	0.03802180631
619	0.03791886089
620	0.03784222417
621	0.03771204649
622	0.03768690178
623	0.03764457033
624	0.03760643498
625	0.03751868696
626	0.0374605943
627	0.03740321068
628	0.03737079823
629	0.03730546597
630	0.03723208742
631	0.03716989671
632	0.03713758412
633	0.03702915876
634	0.03697423735
635	0.03688858017
636	0.03684787387
637	0.03677810301
638	0.03670679237
639	0.03662261352
640	0.03660346589
641	0.03654914921
642	0.03649775881
643	0.03644452609
644	0.03638044474
645	0.0363234831
646	0.03624169273
647	0.03618309855
648	0.03610878095
649	0.03610415447
650	0.03607034726
651	0.03600512757
652	0.03589071736
653	0.03584597209
654	0.03579670509
655	0.0357646897
656	0.03571356312
657	0.03566707313
658	0.03559756794
659	0.03553591795
660	0.03548365531
661	0.03547967255
662	0.03539881361
663	0.03533626661
664	0.0353003196
665	0.0351785326
666	0.03510863815
667	0.03504172624
668	0.03499913481
669	0.0349331292
670	0.03486586325
671	0.03481240997
672	0.03473605099
673	0.03465648269
674	0.03459628649
675	0.03454286469
676	0.03447536834
677	0.03444442413
678	0.03436447118
679	0.03436045909
680	0.03429100883
681	0.03424537952
682	0.03417666745
683	0.03413646249
684	0.03412997806
685	0.03412622404
686	0.03404806539
687	0.03397674875
688	0.03393615562
689	0.03391009508
690	0.03386441402
691	0.03378676808
692	0.03370763595
693	0.03370270689
694	0.03367482761
695	0.03359628992
696	0.03355891029
697	0.03352387379
698	0.03346866466
699	0.033465198
700	0.03346118884
701	0.03342190269
702	0.0333562253
703	0.03330749033
704	0.03322085679
705	0.03319431614
706	0.03313935675
707	0.03305584833
708	0.0330190201
709	0.03294166337
710	0.03287774026
711	0.03283279498
712	0.03275122181
713	0.03274776844
714	0.03262352522
715	0.03257241679
716	0.03252519302
717	0.03244786301
718	0.0323775687
719	0.0323281046
720	0.03226473545
721	0.03221305622
722	0.03218693787
723	0.03214469595
724	0.0320734397
725	0.03201206835
726	0.0319629726
727	0.03194253013
728	0.03191806915
729	0.03191436938
730	0.03190266265
731	0.03187995404
732	0.03181734078
733	0.03178865012
734	0.03171343417
735	0.03166059032
736	0.03157636432
737	0.0315360013
738	0.03148963646
739	0.03143223507
740	0.03138799741
741	0.03136540284
742	0.03132415986
743	0.03121547387
744	0.03119602465
745	0.03115736492
746	0.03110006275
747	0.03109733317
748	0.03104058487
749	0.03100333431
750	0.03093708006
751	0.03090425269
752	0.03083983686
753	0.0307863925
754	0.03076178331
755	0.0306738393
756	0.03060100687
757	0.03054754221
758	0.03053650927
759	0.03049368178
760	0.0304538905
761	0.03042853882
762	0.03042523635
763	0.03037391855
764	0.03035196641
765	0.03031998122
766	0.03026612648
767	0.03020063456
768	0.03019027568
769	0.03017508247
770	0.03010458649
771	0.03007426937
772	0.03000365064
773	0.02996869385
774	0.02989897107
775	0.02986558354
776	0.0298448345
777	0.02982135494
778	0.029780669
779	0.02976132841
780	0.02971530352
781	0.02965551084
782	0.02957522064
783	0.029536781
784	0.02948509136
785	0.02945583322
786	0.02938705507
787	0.02935007552
788	0.02928094461
789	0.02927768908
790	0.02926706618
791	0.02924530806
792	0.02920094035
793	0.02916770329
794	0.02913854499
795	0.02908579839
796	0.02904891913
797	0.02900472035
798	0.02895218113
799	0.0289144396
800	0.0288876038
801	0.02886756335
802	0.02882359446
803	0.02878419703
804	0.02873714878
805	0.02868253431
806	0.0286360134
807	0.0286114743
808	0.0285636789
809	0.02852379895
810	0.02846356363
811	0.02842380024
812	0.02838829414
813	0.02834390444
814	0.02828680825
815	0.02823220486
816	0.02819956534
817	0.02811981321
818	0.02806515301
819	0.02802936204
820	0.02800667641
821	0.02795720827
822	0.02793021704
823	0.02789649968
824	0.0278831237
825	0.02781593617
826	0.0277683875
827	0.02772822881
828	0.02765752253
829	0.02763380197
830	0.02757264259
831	0.02751334163
832	0.02750273017
833	0.02748879592
834	0.02742908013
835	0.02735728402
836	0.02734018672
837	0.0273277087
838	0.02730122586
839	0.02728974658
840	0.0272347581
841	0.0272038186
842	0.02718053643
843	0.02716937953
844	0.02709654437
845	0.02703080959
846	0.0269758893
847	0.02694327505
848	0.02688804253
849	0.02686382582
850	0.02682960284
851	0.02679582367
852	0.02674462589
853	0.02671624425
854	0.02667311626
855	0.02664307572
856	0.02661345354
857	0.02657636034
858	0.02652967569
859	0.02651087146
860	0.02649622517
861	0.02645893972
862	0.02641542189
863	0.02640210469
864	0.02635707451
865	0.02631192025
866	0.02625982294
867	0.02618515338
868	0.02617383187
869	0.0261454604
870	0.02609639977
871	0.02603938796
872	0.0260213225
873	0.02597629704
874	0.02595822026
875	0.02592826898
876	0.02589310045
877	0.0258591054
878	0.02581483433
879	0.0258001204
880	0.0257304502
881	0.02569390523
882	0.02567320752
883	0.0256101739
884	0.02558099868
885	0.025546585
886	0.02550516537
887	0.02546636547
888	0.02546005537
889	0.02542559243
890	0.02538084491
891	0.02531432149
892	0.02526283077
893	0.02521940602
894	0.02519737891
895	0.0251555341
896	0.02511134764
897	0.02505276361
898	0.02503503333
899	0.02502183971
900	0.02500472422
901	0.02498190763
902	0.02495710023
903	0.02490404145
904	0.02486683111
905	0.02483692448
906	0.02481068103
907	0.02479368942
908	0.0247451812
909	0.02470234211
910	0.02467839775
911	0.02462979232
912	0.02458731893
913	0.02455700303
914	0.02454775081
915	0.02454002342
916	0.02452466946
917	0.02450456973
918	0.024465415
919	0.02444412733
920	0.02440585426
921	0.02434589332
922	0.02433823897
923	0.02428511512
924	0.02425565803
925	0.02422024261
926	0.02419149587
927	0.02417774713
928	0.02414140811
929	0.02407392564
930	0.02401964779
931	0.0240003085
932	0.02396070872
933	0.02395079789
934	0.02393569529
935	0.02387809508
936	0.02384931898
937	0.02381393001
938	0.02377487132
939	0.02374491679
940	0.02371022461
941	0.02369530743
942	0.02365302358
943	0.02364098182
944	0.02363085386
945	0.02359130266
946	0.02358036642
947	0.02355872327
948	0.02350706568
949	0.02348261749
950	0.02343024436
951	0.02341133499
952	0.02339224016
953	0.02338977229
954	0.02335295329
955	0.0233410555
956	0.02328373953
957	0.02323878723
958	0.02322094355
959	0.02318469926
960	0.02316708414
961	0.02312750718
962	0.02309469937
963	0.02305003066
964	0.02302006695
965	0.02300810512
966	0.02297655388
967	0.02295303786
968	0.02293705092
969	0.02287850712
970	0.02287041973
971	0.02283644888
972	0.0228242401
973	0.02279890523
974	0.02278678364
975	0.0227730937
976	0.02276401139
977	0.02275094911
978	0.0227152107
979	0.02269716006
980	0.02264680829
981	0.02263890076
982	0.02260864967
983	0.02257981921
984	0.02254641384
985	0.02250437094
986	0.02246490567
987	0.02241950116
988	0.02238340767
989	0.02233037876
990	0.02230427689
991	0.02229028527
992	0.02228204271
993	0.0222732377
994	0.02224611513
995	0.02223459039
996	0.02219831631
997	0.02217160338
998	0.0221626651
999	0.02212639437
