iter	Logloss
325	0.3390427705
326	0.33879608
327	0.3386042138
328	0.3382756543
329	0.3380473338
330	0.3376854125
331	0.3372674061
332	0.3370886891
333	0.3366863155
334	0.3364910256
335	0.3362446577
336	0.3359427342
337	0.3359014184
338	0.3355315086
339	0.335131165
340	0.3349625946
341	0.3346048988
342	0.3344046655
343	0.3339953926
344	0.3338454791
345	0.3336558821
346	0.3333291968
347	0.3330168046
348	0.332669965
349	0.3325299905
350	0.3321984985
351	0.3319076074
352	0.331712381
353	0.3312341029
354	0.330955089
355	0.3307788147
356	0.3304935389
357	0.3302713919
358	0.3299556473
359	0.3298065889
360	0.3294406134
361	0.3291303438
362	0.3288861901
363	0.3286680402
364	0.3286170636
365	0.3284482388
366	0.3282909035
367	0.3278536234
368	0.3275941661
369	0.3273694339
370	0.3273008016
371	0.3270739217
372	0.3267134219
373	0.3264775035
374	0.3261284336
375	0.3259185711
376	0.3258192316
377	0.3255987047
378	0.3253738513
379	0.3251378362
380	0.3248287366
381	0.3246423037
382	0.3244514047
383	0.3242347436
384	0.3241135324
385	0.3238245461
386	0.3234844444
387	0.3233778961
388	0.3229426603
389	0.3225903745
390	0.3224226768
391	0.3222686789
392	0.3221190874
393	0.321886456
394	0.3217089456
395	0.3215794386
396	0.3214722195
397	0.3212718346
398	0.3210459952
399	0.3207651469
400	0.3204337115
401	0.3203050358
402	0.3201469879
403	0.3200521487
404	0.3197988508
405	0.3195850271
406	0.3193439964
407	0.3191808424
408	0.3189449171
409	0.3186544831
410	0.3184072331
411	0.3182862321
412	0.3180690318
413	0.3178671927
414	0.3176022241
415	0.3175030498
416	0.3173318488
417	0.3171801393
418	0.3171222809
419	0.3170952824
420	0.3169661205
421	0.3166844972
422	0.3165119247
423	0.3160830492
424	0.3159695478
425	0.3158846883
426	0.3156281128
427	0.3153899352
428	0.3153662738
429	0.3151804844
430	0.3148853378
431	0.3147163232
432	0.3145777857
433	0.3142675908
434	0.3140901593
435	0.3139442001
436	0.3135939365
437	0.3133258218
438	0.3131914279
439	0.3130597039
440	0.3128920901
441	0.3127856456
442	0.3126250505
443	0.3122656052
444	0.3121392037
445	0.3119998509
446	0.3118621103
447	0.3117100003
448	0.3115677746
449	0.3114000224
450	0.3111628354
451	0.3110706834
452	0.3108847568
453	0.31078029
454	0.3106505345
455	0.3105610677
456	0.3103610641
457	0.3102396406
458	0.3100723077
459	0.3099269854
460	0.3098325144
461	0.3097765544
462	0.3095535581
463	0.3094456786
464	0.3091987607
465	0.308992535
466	0.30874795
467	0.3085607036
468	0.3084941455
469	0.3082023317
470	0.3078317099
471	0.3077227597
472	0.3075797039
473	0.3073745783
474	0.3072436637
475	0.3070506865
476	0.3068843186
477	0.3068015699
478	0.3065885329
479	0.3065082033
480	0.3062279244
481	0.3059101713
482	0.3058607395
483	0.3057390515
484	0.3055231811
485	0.3052591331
486	0.3051939441
487	0.305093663
488	0.3049644042
489	0.3047340712
490	0.3046120223
491	0.304436906
492	0.3043067842
493	0.304117646
494	0.3039807175
495	0.3038209945
496	0.303654026
497	0.3035275836
498	0.3034530934
499	0.3033036821
