iter	Logloss
0	0.6645147069
1	0.6468597701
2	0.6303310034
3	0.6131752761
4	0.6004861957
5	0.5822091137
6	0.5674321284
7	0.5573095645
8	0.545912797
9	0.541804066
10	0.5374449605
11	0.5325095621
12	0.5260223107
13	0.5216226166
14	0.5081125818
15	0.4982567668
16	0.4934285339
17	0.4878681809
18	0.4840289754
19	0.4807402492
20	0.4768055851
21	0.4730009679
22	0.46926931
23	0.467775753
24	0.4651399079
25	0.4621543747
26	0.4618855585
27	0.4571209977
28	0.453539162
29	0.4522964347
30	0.4513205539
31	0.4498166813
32	0.4488768805
33	0.4482343539
34	0.447176002
35	0.4466469447
36	0.4444219791
37	0.442977791
38	0.4394643873
39	0.4385823546
40	0.4364726136
41	0.4356586456
42	0.43447709
43	0.4340682138
44	0.4334304575
45	0.4317553723
46	0.4299287536
47	0.4280811903
48	0.4261893434
49	0.4250847161
50	0.4237460929
51	0.4227521134
52	0.4220203903
53	0.4211426078
54	0.4201897244
55	0.4188607061
56	0.4168736617
57	0.4159409015
58	0.4152633096
59	0.4138631232
60	0.4118112613
61	0.4114531879
62	0.4111869636
63	0.4104782373
64	0.4095496515
65	0.4084227557
66	0.4079300333
67	0.4066237002
68	0.4060679287
69	0.4056230127
70	0.4048970334
71	0.4042824733
72	0.4037811193
73	0.4032990548
74	0.4030242911
75	0.4023735657
76	0.4016678027
77	0.4010841449
78	0.4007581226
79	0.4004411263
80	0.4002257634
81	0.3995731116
82	0.398853691
83	0.398658765
84	0.3976194529
85	0.3971797173
86	0.3967880749
87	0.3964588092
88	0.3959808743
89	0.3955368944
90	0.3947334768
91	0.3943652096
92	0.393996333
93	0.39351979
94	0.3931434463
95	0.3930062513
96	0.3925543032
97	0.3921575114
98	0.3917245442
99	0.3916887819
100	0.3912017506
101	0.3907643196
102	0.3905570922
103	0.3903998979
104	0.3902085945
105	0.3900504226
106	0.3896991889
107	0.3894189435
108	0.3881079732
109	0.3877478639
110	0.3874167682
111	0.387206632
112	0.3869729693
113	0.3863793798
114	0.3862389394
115	0.3861764205
116	0.3852190115
117	0.3850190294
118	0.3849157837
119	0.3847673031
120	0.3843583155
121	0.3837903555
122	0.3834488711
123	0.3831234772
124	0.3828421707
125	0.3824253059
126	0.382261063
127	0.3819817627
128	0.3817409083
129	0.3814502294
130	0.3813485967
131	0.381210291
132	0.3810644054
133	0.3804151166
134	0.380205114
135	0.380012751
136	0.379710665
137	0.3795385755
138	0.37932741
139	0.3790793386
140	0.3787702763
141	0.3783357267
142	0.3780522
143	0.3779329905
144	0.3776176723
145	0.3771219268
146	0.3762310328
147	0.376030825
148	0.3758308759
149	0.3755909659
150	0.3754238215
151	0.3751746185
152	0.374765966
153	0.3742676928
154	0.3740107247
155	0.373759854
156	0.3736467955
157	0.3735015583
158	0.373306179
159	0.3724042185
160	0.3721959549
161	0.3718548245
162	0.3716393242
163	0.3713432918
164	0.3706382547
165	0.3702596044
166	0.3697002236
167	0.3691494889
168	0.3688624309
169	0.3687059811
170	0.3680397924
171	0.3671267827
172	0.3668810825
173	0.3665772817
174	0.3664590339
175	0.3663708612
176	0.3658132857
177	0.3658098147
178	0.3651858913
179	0.3648886329
180	0.3647585605
181	0.3644023087
182	0.3638797231
183	0.3633245687
184	0.3628227203
185	0.3623095225
186	0.3622288254
187	0.3621046236
188	0.3611801299
189	0.3611312237
190	0.3610375504
191	0.3604857353
192	0.359453114
193	0.3584287392
194	0.3583476627
195	0.3580878358
196	0.3578176183
197	0.3574941421
198	0.3574234519
199	0.357355622
200	0.3566106229
201	0.3564755032
202	0.3561909376
203	0.3558547051
204	0.3556129551
205	0.3551740364
206	0.3548567615
207	0.3547965204
208	0.3547305391
209	0.3546792433
210	0.3542749292
211	0.3535441217
212	0.352751192
213	0.3525886535
214	0.3522373489
215	0.3519399257
216	0.351863688
217	0.3517714082
218	0.3513957018
219	0.3511445621
220	0.3509263548
221	0.3508641552
222	0.3508297209
223	0.3503310881
224	0.3496570742
225	0.3494386263
226	0.348892783
227	0.3488557477
228	0.3487890297
229	0.3485814694
230	0.3485523971
231	0.3477511438
232	0.3470497421
233	0.3468916378
234	0.3461677918
235	0.3461307384
236	0.3455202579
237	0.3443894125
238	0.3442308017
239	0.3439454844
240	0.3435538245
241	0.3435151707
242	0.3433377307
243	0.3430782164
244	0.3428087873
245	0.3414627007
246	0.3406529605
247	0.3394997086
248	0.339392592
249	0.3389830999
250	0.3387549443
251	0.3387340469
252	0.338115674
253	0.3370971707
254	0.3369990464
255	0.3364637186
256	0.335795917
257	0.3357690764
258	0.3353916124
259	0.3349370677
260	0.3342565618
261	0.3338662186
262	0.3329085277
263	0.3322546043
264	0.3320753689
265	0.3315498965
266	0.3309710342
267	0.3306642284
268	0.3302111479
269	0.3301873801
270	0.3300180338
271	0.3294650638
272	0.3290531717
273	0.3289996832
274	0.3289589198
275	0.3279790126
276	0.3276391744
277	0.3272293997
278	0.3270723281
279	0.3265827149
280	0.3258976623
281	0.3252931146
282	0.3249648892
283	0.3245468943
284	0.3244973273
285	0.3239052123
286	0.3233241585
287	0.3225512305
288	0.3220909587
289	0.3217825089
290	0.3215747519
291	0.3214961107
292	0.3214811752
293	0.3210306415
294	0.3210072363
295	0.3209844871
296	0.3203556227
297	0.3197291495
298	0.3187928487
299	0.3187721024
300	0.3182857521
