iter	Logloss
301	0.3179512218
302	0.3173713063
303	0.3170745481
304	0.3161935635
305	0.3160435766
306	0.3156584811
307	0.3156372385
308	0.3154845115
309	0.3151304918
310	0.314988957
311	0.3141969412
312	0.3137854771
313	0.3133455345
314	0.3133242592
315	0.3125966648
316	0.3119278421
317	0.311646919
318	0.3109835273
319	0.3101343572
320	0.3099118998
321	0.3092964834
322	0.3092215964
323	0.3084460963
324	0.3080391313
325	0.3072993286
326	0.3070571965
327	0.3066607447
328	0.306448624
329	0.3063484388
330	0.3062230459
331	0.3059604621
332	0.3051263182
333	0.3046341828
334	0.304034632
335	0.3037596898
336	0.3031911252
337	0.3024570619
338	0.3016355298
339	0.3014417831
340	0.3011966065
341	0.3006928878
342	0.3003084363
343	0.2992807452
344	0.2991597027
345	0.2981914733
346	0.2975192603
347	0.296660816
348	0.2961647935
349	0.2958399773
350	0.2954742842
351	0.2948634985
352	0.2945995125
353	0.2943687404
354	0.2937829892
355	0.2931685879
356	0.2926077313
357	0.2925086121
358	0.291710039
359	0.2910802296
360	0.2906342785
361	0.290431226
362	0.2900908032
363	0.2895358388
364	0.2894402794
365	0.2891974012
366	0.2890064578
367	0.2888242941
368	0.2883418406
369	0.2875551765
370	0.2872351741
371	0.2870320523
372	0.2866858365
373	0.2864717346
374	0.286400653
375	0.2860237387
376	0.2860104319
377	0.2859965408
378	0.2854945139
379	0.2853340281
380	0.2852008726
381	0.2845338249
382	0.284324693
383	0.284159918
384	0.2839848671
385	0.2835626344
386	0.2833449327
387	0.2832298648
388	0.2831749976
389	0.2828779559
390	0.2827221173
391	0.2824953288
392	0.2824802293
393	0.2821490912
394	0.2819004884
395	0.2816893979
396	0.2813617045
397	0.2812709959
398	0.2808913498
399	0.2804745036
400	0.2798729057
401	0.2797657985
402	0.2795487496
403	0.2795402819
404	0.2794922839
405	0.2794020896
406	0.2788549163
407	0.2788441619
408	0.2783368328
409	0.2782344154
410	0.2774832749
411	0.2769788064
412	0.2769000797
413	0.2761724637
414	0.2757079986
415	0.2754050353
416	0.2752195036
417	0.2744310537
418	0.273952393
419	0.2732815305
420	0.2727436156
421	0.2721754546
422	0.2718507791
423	0.2716614887
424	0.2716314906
425	0.2716204141
426	0.2710678179
427	0.2705643555
428	0.2699003859
429	0.2693947553
430	0.2688254656
431	0.2686048963
432	0.2682392959
433	0.2681105302
434	0.267907389
435	0.2678970777
436	0.2676341023
437	0.267614802
438	0.2672659102
439	0.2670989662
440	0.266932244
441	0.2663236294
442	0.2658970595
443	0.2657839969
444	0.2653090836
445	0.2648409449
446	0.2645317839
447	0.2643061656
448	0.2639217055
449	0.263503574
450	0.2632392616
451	0.2628848153
452	0.2627245985
453	0.2623033964
454	0.2619458629
455	0.261734937
456	0.2612682363
457	0.2610508865
458	0.2605131817
459	0.260502661
460	0.2603326928
461	0.2601894908
462	0.2597648348
463	0.2597372469
464	0.2593985216
465	0.2587403659
466	0.2582658984
467	0.2582461414
468	0.2580221689
469	0.2574993277
470	0.2571194832
471	0.2571062938
472	0.2570085849
473	0.2568785693
474	0.2568698877
475	0.2563775667
476	0.255732516
477	0.2557238147
478	0.2555003593
479	0.2553841289
480	0.2548907012
481	0.2547957483
482	0.2544075587
483	0.2543221109
484	0.2537331319
485	0.2535471099
486	0.25300204
487	0.2527141044
488	0.2523281971
489	0.2519208732
490	0.2518984847
491	0.2518430098
492	0.2512946919
493	0.2509370187
494	0.250501625
495	0.2502608657
496	0.2495738679
497	0.2491665901
498	0.2489851031
499	0.248904632
500	0.2487716324
501	0.2484894066
502	0.248401859
503	0.2483922188
504	0.2479549098
505	0.2478622413
506	0.2473654332
507	0.2471600674
508	0.2471525304
509	0.2467316727
510	0.2462598265
511	0.2462523059
512	0.2460275365
513	0.2460096706
514	0.2460024412
515	0.2455371224
516	0.2453932603
517	0.2453158469
518	0.2452106487
519	0.2448509858
520	0.2445631743
521	0.2441256634
522	0.2438114796
523	0.2433669664
524	0.2433590871
525	0.2429221513
526	0.2426673021
527	0.2422674618
528	0.2418676696
529	0.241717855
530	0.2414020851
531	0.2410605695
532	0.2410532699
533	0.2407194408
534	0.2406385888
535	0.2406035784
536	0.2403755639
537	0.2399842848
538	0.239693434
539	0.2395681926
540	0.2394127077
541	0.2390501248
542	0.2386555311
543	0.2385737334
544	0.2383665083
545	0.2383099627
546	0.2378744692
547	0.2377373074
548	0.2373065908
549	0.2372906641
550	0.2371707304
551	0.2368824468
552	0.2366622859
553	0.2364629505
554	0.2362809902
555	0.2361045153
556	0.2357174079
557	0.235379829
558	0.2353123003
559	0.2351669877
560	0.2344970972
561	0.2343361884
562	0.2339168294
563	0.2338612101
564	0.2337817749
565	0.2337756638
566	0.2333342682
567	0.2331365642
568	0.2330165889
569	0.2329205547
570	0.2325367085
571	0.2321844182
572	0.2320144119
573	0.2317323062
574	0.2314822354
575	0.2313580252
576	0.2309810102
577	0.230607581
578	0.23032354
579	0.2303186929
580	0.2301135638
581	0.2299286276
582	0.229286421
583	0.2292003013
584	0.2291855828
585	0.2290737592
586	0.2290019704
587	0.2286535276
588	0.2285364497
589	0.2282435183
590	0.2281756372
591	0.2281685187
592	0.2277599705
593	0.2271552478
594	0.2271494132
595	0.2264766371
596	0.2261289694
597	0.2260303046
598	0.2257244932
599	0.2255070723
600	0.2251956922
601	0.2248753671
602	0.2247137869
603	0.2247066678
604	0.2244038296
605	0.2241161234
606	0.2237378774
607	0.2235909418
608	0.2233715903
609	0.2230703834
610	0.2228021227
611	0.2222798749
612	0.222050106
613	0.2219924894
614	0.2215162061
615	0.221475202
616	0.2214692413
617	0.2212703133
618	0.2210952288
619	0.2209081986
620	0.2206065496
